DRA Office,ID,State,Asian 2010 Total,Asian 2010 VAP,Asian 2019 CVAP,Asian 2019 Total,Asian 2020 ACSTot,Asian 2020 CVAP,Asian 2020 Total,Asian 2020 TotalAdj,Asian 2020 VAP,AsianAlone 2019 CVAP,AsianAlone 2020 ACSTot,AsianAlone 2020 CVAP,AsianAlone 2020 NHVAP,Black 2010 Total,Black 2010 VAP,Black 2019 CVAP,Black 2019 Total,Black 2020 ACSTot,Black 2020 CVAP,Black 2020 Total,Black 2020 TotalAdj,Black 2020 VAP,BlackAlone 2010 Total,BlackAlone 2010 VAP,BlackAlone 2019 CVAP,BlackAlone 2019 Total,BlackAlone 2020 ACSTot,BlackAlone 2020 CVAP,BlackAlone 2020 NHVAP,Dem 2012 Pres,Dem 2012-2020 Comp,Dem 2014 AG,Dem 2014 Gov,Dem 2014 Sen,Dem 2016 AG,Dem 2016 Gov,Dem 2016 LtG,Dem 2016 Pres,Dem 2016 Sen,Dem 2016 SenRoff,Dem 2016-2020 Comp,Dem 2016-2021 Comp,Dem 2017 AG,Dem 2017 Gov,Dem 2017 LtG,Dem 2017 SenSp,Dem 2018 AG,Dem 2018 Gov,Dem 2018 LtG,Dem 2018 Sen,Dem 2018 SenRoff,Dem 2018 SenSp,Dem 2019 AG,Dem 2019 Gov,Dem 2019 GovRoff,Dem 2019 LtG,Dem 2020 AG,Dem 2020 Aud,Dem 2020 Gov,Dem 2020 LtG,Dem 2020 Pres,Dem 2020 Sen,Dem 2020 Sen,Dem 2020 SenSp,Dem 2020 SoS,Dem 2020 Tres,Dem 2021 AG,Dem 2021 Gov,Dem 2021 LtG,Dem 2021 SenRoff,Dem 2021 SenSpRoff,Dem_2018_AG,Dem_2018_Sen,Hispanic 2010 Total,Hispanic 2010 VAP,Hispanic 2019 CVAP,Hispanic 2019 Total,Hispanic 2020 ACSTot,Hispanic 2020 CVAP,Hispanic 2020 NHVAP,Hispanic 2020 Total,Hispanic 2020 TotalAdj,Hispanic 2020 VAP,Label,Native 2010 Total,Native 2010 VAP,Native 2019 CVAP,Native 2019 Total,Native 2020 ACSTot,Native 2020 CVAP,Native 2020 Total,Native 2020 TotalAdj,Native 2020 VAP,NativeAlone 2010 Total,NativeAlone 2010 VAP,NativeAlone 2019 CVAP,NativeAlone 2019 Total,NativeAlone 2020 ACSTot,NativeAlone 2020 CVAP,NativeAlone 2020 NHVAP,OtherAlone 2019 CVAP,OtherAlone 2020 ACSTot,OtherAlone 2020 CVAP,OtherAlone 2020 NHVAP,Pacific 2010 Total,Pacific 2010 VAP,Pacific 2019 CVAP,Pacific 2019 Total,Pacific 2020 ACSTot,Pacific 2020 CVAP,Pacific 2020 Total,Pacific 2020 TotalAdj,Pacific 2020 VAP,PacificAlone 2020 ACSTot,PacificAlone 2020 CVAP,PacificAlone 2020 NHVAP,Rep 2012 Pres,Rep 2012-2020 Comp,Rep 2014 AG,Rep 2014 Gov,Rep 2014 Sen,Rep 2016 AG,Rep 2016 Gov,Rep 2016 LtG,Rep 2016 Pres,Rep 2016 Sen,Rep 2016 SenRoff,Rep 2016-2020 Comp,Rep 2016-2021 Comp,Rep 2017 AG,Rep 2017 Gov,Rep 2017 LtG,Rep 2017 SenSp,Rep 2018 AG,Rep 2018 Gov,Rep 2018 LtG,Rep 2018 Sen,Rep 2018 SenRoff,Rep 2018 SenSp,Rep 2019 AG,Rep 2019 Gov,Rep 2019 GovRoff,Rep 2019 LtG,Rep 2020 AG,Rep 2020 Aud,Rep 2020 Gov,Rep 2020 LtG,Rep 2020 Pres,Rep 2020 Sen,Rep 2020 Sen,Rep 2020 SenSp,Rep 2020 SoS,Rep 2020 Tres,Rep 2021 AG,Rep 2021 Gov,Rep 2021 LtG,Rep 2021 SenRoff,Rep 2021 SenSpRoff,Rep_2018_AG,Rep_2018_Sen,Total 2010 Total,Total 2010 VAP,Total 2012 Pres,Total 2012-2020 Comp,Total 2014 AG,Total 2014 Gov,Total 2014 Sen,Total 2016 AG,Total 2016 Gov,Total 2016 LtG,Total 2016 Pres,Total 2016 Sen,Total 2016 SenRoff,Total 2016-2020 Comp,Total 2016-2021 Comp,Total 2017 AG,Total 2017 Gov,Total 2017 LtG,Total 2017 SenSp,Total 2018 AG,Total 2018 Gov,Total 2018 LtG,Total 2018 Sen,Total 2018 SenRoff,Total 2018 SenSp,Total 2019 AG,Total 2019 CVAP,Total 2019 Gov,Total 2019 GovRoff,Total 2019 LtG,Total 2019 Total,Total 2020 ACSTot,Total 2020 AG,Total 2020 Aud,Total 2020 CVAP,Total 2020 Gov,Total 2020 LtG,Total 2020 NHVAP,Total 2020 Pres,Total 2020 Sen,Total 2020 Sen,Total 2020 SenSp,Total 2020 SoS,Total 2020 Total,Total 2020 TotalAdj,Total 2020 Tres,Total 2020 VAP,Total 2021 AG,Total 2021 Gov,Total 2021 LtG,Total 2021 SenRoff,Total 2021 SenSpRoff,Total_2018_AG,Total_2018_Sen,TwoOrMore 2019 CVAP,TwoOrMore 2020 ACSTot,TwoOrMore 2020 NHVAP,White 2010 Total,White 2010 VAP,White 2019 CVAP,White 2019 Total,White 2020 ACSTot,White 2020 CVAP,White 2020 NHVAP,White 2020 Total,White 2020 TotalAdj,White 2020 VAP
Senator,N/A,NM,40456,28644,21208,48809,48942,21833,55997,,41222,16581,31328,0,28989,57040,36964,32644,60672,62321,33281,68409,,46422,0,0,28792,0,37975,0,30778,,,,,,,,,385234,,,441725,,,,,,427583,398368,,376998,,,,,,,,,,,501614,,474483,,,,,,,,,,,953403,651326,638579,1020817,1031788,652940,726764,1010811,,726764,6,219512,148454,142093,226198,229071,144124,263615,,188477,0,0,133663,0,179881,0,137360,2102,5934,0,7925,4698,3015,945,3550,4511,1146,6012,,4204,1408,0,1199,,,,,,,,,319667,,,345793,,,,,,231296,298091,,212813,,,,,,,,,,,401894,418483,,,,,,,,,,,,2059179,1540507,,,,,,,,,798319,,,816755,,,,,,691810,696459,,697012,,,,1496265,,,,2092454,2097021,,,1511394,,,1638989,923965,,917237,,,2117522,,,1638989,,,,,,,,0,39568,41912,833810,697848,659683,782269,769139,656933,664062,772952,,664062
Senator,N/A,NV,242815,181208,171437,305500,320596,179832,353593,353536,273326,154669,246904,0,224400,254426,172881,201673,322756,337681,212184,375198,373989,262830,0,0,188181,0,271744,0,219333,,,,,,,,,539251,521985,,531310,,,,,,456225,480007,486381,490071,,,,,,,,,,,703486,,,,,,,,,,,,,716433,454485,385390,853041,875798,408012,609396,890257,890906,609396,10,55929,38624,32485,65762,67377,32975,105790,105761,78079,0,0,20733,0,25928,0,18317,15685,11581,0,12441,32845,20934,12936,40403,43543,13676,52532,52533,34821,19401,0,17118,,,,,,,,,512038,495059,,501449,,,,,,451691,440319,421696,441201,,,,,,,,,,,669890,,,,,,,,,,,,,2699896,2034972,,,,,,,,,1125356,1108265,,1089485,,,,,,965752,971798,965942,972131,,,,2018929,,,,2972382,3030281,,,2071239,,,2413326,1405376,,,,,3104614,3104614,,2413326,,,,,,,,0,118766,106670,1461627,1198896,1201757,1463237,1460159,1210807,1205651,1425952,1425318,1205651
Senator,N/A,NY,1579397,1226551,944011,1839680,1884346,967746,2173719,2152553,1708835,899189,1657284,0,1551634,3333945,2439480,2040825,3379351,3396120,2053206,3533873,3309508,2700724,0,0,1974087,0,2737471,0,2176551,,,,,,,,,4556131,5221965,,4406146,,,,,,3739479,3635573,,4057249,,,,,,,,,,,5244886,,,,,,,,,,,,,3416462,2444076,1998416,3720983,3720707,2051065,2925886,3948032,3945976,2925886,351,221031,155329,78555,206533,207027,78535,399803,324587,299119,0,0,36073,0,42429,0,42624,34344,117708,0,137513,36418,26900,6368,31933,33546,5914,40578,30975,31005,5537,0,4766,,,,,,,,,2819552,2009377,,2395935,,,,,,2108964,2207976,,1998566,,,,,,,,,,,3251997,,,,,,,,,,,,,19376822,15052201,,,,,,,,,7720570,7396364,,6966370,,,,,,5994134,6105117,,6059687,,,,13722623,,,,19572319,19514849,,,13764900,,,16088135,8632253,,,,,20201249,20193858,,16088135,,,,,,,,0,467416,487644,11304052,9098110,8632577,10883812,10766297,8584039,8761517,10598907,10596646,8761517
Senator,N/A,OH,238277,168516,135434,326348,344131,144602,377303,,271124,113878,266601,0,228920,1541565,1047832,1093797,1654697,1673910,1106000,1704492,,1188984,0,0,1028736,0,1422412,0,1073902,,,,,,,,,2394164,1996908,,2259824,,,,,,2086715,2070046,,2358508,,,,,,,,,,,2679165,,,,,,,,,,,,,354661,218913,227482,443415,459939,240158,336028,521308,,336028,120,90119,64037,58089,101157,99662,58206,234389,,171578,0,0,14239,0,14901,0,15496,16218,30924,0,28843,10525,6497,2066,12806,14978,2121,15181,,10072,3367,0,3233,,,,,,,,,2841005,3118567,,2612162,,,,,,2276414,2235825,,2057559,,,,,,,,,,,3154834,,,,,,,,,,,,,11535794,8805178,,,,,,,,,5480173,5374053,,4983616,,,,,,4363129,4435462,,4416067,,,,8820720,,,,11655397,11675275,,,8855342,,,9207562,5920380,,,,,11799448,,,9207562,,,,,,,,0,335761,302248,9358791,7330008,7296483,9197115,9141370,7294859,7218892,8954135,,7218892
Senator,N/A,OK,84170,59234,51191,112607,116701,53905,123614,,87335,42581,85858,0,69282,327621,215873,228445,359841,364516,230934,382698,,258909,0,0,204901,0,282134,0,212976,,,,,,,,,420375,355911,,449422,,,,,,421699,500973,406797,,,,,,,,,,,,503890,,509763,,,,,,,,,,,332007,199457,161401,417906,431467,171358,295621,471931,,295621,15,482760,311821,336752,526408,535675,340096,633831,,423192,0,0,204494,0,288801,0,219638,8264,6774,0,10012,8206,5069,2521,11829,12351,2033,15026,,8991,5820,0,5082,,,,,,,,,949136,980892,,887096,,,,,,750769,644579,729219,,,,,,,,,,,,1020280,979140,,,,,,,,,,,,3751351,2821685,,,,,,,,,1452992,1448047,,1389858,,,,,,1172468,1186385,1178190,,,,,2837150,,,,3932870,3949342,,,2855934,,,3010698,1560699,,1556361,,,3959353,,,3010698,,,,,,,,0,285369,234233,2575381,2055504,2059467,2581231,2563119,2058797,1963854,2407188,,1963854
Senator,N/A,OR,186281,131730,124897,246789,258188,131381,275296,,203785,101254,185221,0,156707,98479,60995,65529,119710,124917,67811,134692,,90455,0,0,52693,0,75418,0,60012,,,,,,1011316,984613,,1001736,1104601,,1197314,,,,,,,934129,,,,,,,,,1264247,,,,1339890,,1320569,,1145959,1166270,,,,,,,,450019,269726,229638,537217,552279,248530,389394,588757,,389394,21,109205,75089,69596,128380,130446,71062,185726,,136731,0,0,29190,0,35842,0,32769,13500,10660,0,17541,25785,16201,8318,34407,36027,8829,39709,,26519,15614,0,13091,,,,,,766052,844876,,781636,650512,,885038,,,,,,,814300,,,,,,,,,933670,,,,957702,912105,,,983880,936250,,,,,,,,3830484,2964111,,,,,,1839438,1944789,,2000032,1951222,,2187067,,,,,,,1865845,,,,,,3053865,,,,4129803,4176346,2258452,,3108043,,,3370652,2373040,,2320020,,2277300,4237256,,2256259,3370652,,,,,,,,0,172818,174863,3005315,2432356,2543065,3125842,3128494,2566515,2526275,3036158,,2526275
Senator,N/A,PA,402579,293871,239502,512310,532335,249475,603726,604762,449690,217685,445725,0,398348,1507964,1044459,1036697,1621737,1634203,1043722,1655034,1655319,1189064,0,0,984899,0,1352329,0,1039831,,,,,,3057010,,,2926444,2865012,,3063769,,,,,,,2895931,,2792693,,,,,,,3457757,3125751,,,3460475,,,,,3235932,,,,,,,,719660,459421,503496,935216,971813,529807,704258,1049615,1049615,704258,153,81092,56129,42832,94275,92952,43466,189164,189324,137134,0,0,11037,0,12224,0,12123,16178,38765,0,36798,12424,8384,2084,14796,14432,2378,16532,16615,11465,2968,0,2519,,,,,,2891325,,,2971198,2951702,,2770889,,,,,,,2040233,,2135223,,,,,,,3150425,3334394,,,3378442,,,,,3288266,,,,,,,,12702301,9910174,,,,,,5948335,,,6115871,6051856,,5964106,,,,,,,5013199,,5010071,,,,9759785,,,,12791530,12794885,6799000,6744093,9778917,,,10353548,6918349,,,,,13002700,13002700,6754275,10353548,,,,,,,,0,285943,275661,10094583,8111233,7927861,9777163,9685118,7902475,7884010,9553417,9553417,7884010
Senator,N/A,RI,36763,26765,21552,44653,45472,22118,48450,,36946,18754,35856,0,31412,77754,51397,45969,89741,91539,46812,99925,,70366,0,0,40957,0,58680,0,41924,,,,,,,,,252525,,,279907,,,,,,274350,198122,226528,231477,,,,,,,,,,,307486,,328574,,,,,,,,,,,130655,84715,83983,163226,168007,86769,125988,182101,,125988,3,14394,9438,6888,14220,13851,6894,23357,,16647,0,0,2895,0,2832,0,2699,1440,6870,0,8453,2260,1514,584,2369,2413,514,2331,,1655,648,0,255,,,,,,,,,180543,,,172352,,,,,,0,139932,106505,144421,,,,,,,,,,,199922,164855,,,,,,,,,,,,1052567,828611,,,,,,,,,464144,,,461598,,,,,,343681,376401,366152,376738,,,,792934,,,,1057231,1057798,,,795065,,,887594,517757,,494262,,,1097379,,,887594,,,,,,,,0,29197,34428,803685,660823,633853,761432,755708,631629,642435,754050,,642435
Senator,N/A,SC,75674,53742,48995,103491,110663,52446,123666,,88832,40883,82800,0,70272,1332188,953711,1024578,1410419,1423031,1035388,1370528,,1014656,0,0,1006904,0,1337126,0,964667,,,,,,,,,855373,757022,,886573,,,,,,729694,784182,,,,,,,,,,,,,1091541,,1110828,,,,,,,,,,,235682,154176,104169,285458,296897,112626,231124,352838,,231124,28,42171,30248,30354,48926,48904,30805,108111,,79729,0,0,12062,0,14085,0,13333,5909,13540,0,12598,5880,3808,1901,7628,7756,1784,8737,,5846,3384,0,2212,,,,,,,,,1155389,1241609,,1167419,,,,,,938031,921341,,,,,,,,,,,,,1385103,1369137,,,,,,,,,,,,4625364,3544890,,,,,,,,,2103027,2049893,,2093366,,,,,,1703834,1707569,,,,,,3783844,,,,5020806,5091517,,,3849721,,,4014460,2513329,,2515104,,,5118425,,,4014460,,,,,,,,0,113574,116279,2962740,2365767,2571789,3196421,3230111,2613220,2603975,3178552,,2603975
Senator,N/A,SD,10216,6683,5037,15897,16062,5556,18489,,12406,4270,12275,0,9918,14705,7801,9052,23899,25975,9387,26307,,14956,0,0,7389,0,18436,0,11408,,,,,,,,,117466,104147,,135916,,,,,,,161171,,,,,,,,,,,,,150471,143987,,,,,,,,,,145319,,22119,12917,14806,33024,36088,15691,23855,38741,,23855,1,82073,48511,51977,90422,91221,52469,98842,,60618,0,0,45036,0,72142,0,47084,788,824,0,1472,920,554,333,1402,1651,252,1642,,1033,494,0,395,,,,,,,,,227731,265527,,230319,,,,,,,172706,,,,,,,,,,,,,261043,,276232,,,,,,,,,178841,,814180,611383,,,,,,,,,370111,369674,,370598,,,,,,,338715,,,,,,639670,,,,870638,879336,,,644872,,,669255,422609,420219,,,,886667,,,669255,,,,,,324160,,0,23749,19042,689502,537069,557965,713546,715328,561189,556081,705583,,556081
Senator,N/A,TN,113398,79242,65024,148955,155558,69633,178683,,128390,53984,121808,0,103925,1107178,771057,841547,1200241,1214063,853847,1196114,,864737,0,0,821679,0,1118600,0,812207,,,,,,,,,870695,,,959161,,,,,,,864863,,985450,,,,,,,,,,,1143711,,1040691,,,,,,,,,,,290059,182006,117476,364174,377162,128766,305717,479187,,305717,45,54874,40636,41658,62201,62889,42773,161436,,123061,0,0,13101,0,13814,0,12745,7375,15482,0,15557,7785,4866,2262,10017,10542,2231,11008,,7245,3439,0,2625,,,,,,,,,1522925,,,1518846,,,,,,,1336106,,1227483,,,,,,,,,,,1852475,1840926,,,,,,,,,,,,6346105,4850104,,,,,,,,,2508027,,,2531850,,,,,,,2243294,,2243740,,,,5016643,,,,6709356,6772268,,,5082304,,,5384473,3052989,,2950099,,,6910840,,,5384473,,,,,,,,0,152592,173401,4800782,3787577,3944444,4951558,4969371,3982022,3958296,4900246,,3958296
Senator,N/A,TX,1110649,802280,730015,1565746,1656166,769272,1849226,,1358922,674633,1396953,0,1205578,3168403,2194598,2453693,3727750,3834846,2512353,3964700,,2837841,0,0,2384091,0,3367449,0,2575257,,,,1835320,1597154,,,,3877861,,,4244081,,,,,,3898384,3546595,3860840,4045618,,,,,,,,,,,5259279,,4888902,,,,,,,,,,,9460793,6143060,5428901,11116881,11294257,5671692,7907319,11441717,,7907319,741,315263,218440,152650,349927,370697,156445,794062,,584904,0,0,55644,0,65132,0,67248,35507,55897,0,77691,47645,30413,14145,60565,60744,14113,77196,,51835,21477,0,20144,,,,2796077,2861059,,,,4684856,,,4937701,,,,,,4191243,4656210,4260984,4260461,,,,,,,,,,,5890568,5963177,,,,,,,,,,,,25145257,18279513,,,,4631396,4458214,,,,8983403,,,9380411,,,,,,8290934,8343437,8305339,8371562,,,,18181164,,,,28260856,28635442,,,18578758,,,21866700,11320415,,11143574,,,29145505,,,21866700,,,,,,,,0,583800,575470,11397251,9074601,9380360,11856336,11850477,9428870,9437993,11584597,,9437993
Senator,N/A,UT,77739,52270,47580,107058,112368,50574,125088,,86281,36099,72061,0,62825,43207,22572,23766,55472,59239,25519,67128,,39879,0,0,18696,0,34982,0,25370,,395472,,,,275563,323332,,310664,301848,,,,,,,,,,,328533,,,,,,,489477,0,442737,,560255,,,,,0,,,,,,,,358320,214484,176271,434832,446067,189337,316610,492912,,316610,10,50055,30858,29016,55633,56640,29694,87234,,58774,0,0,20432,0,27734,0,20985,8462,6851,0,8588,36769,19922,15626,46028,49428,16401,59247,,34497,28820,0,23424,,804154,,,,719027,750819,,515208,760208,,,,,,,,,,,665196,,,,,,,878776,1000762,918675,,865066,,,,,994036,,,,,,,,2763393,1892569,,1265465,,,,1099246,1124888,,1131333,1115557,,,,,,,,,,,1064459,,,,2028990,,,,3096848,3151239,1450694,1338260,2082871,1476780,,2324051,1506538,,,,,3271616,,1333029,2324051,,,,,,,,0,79532,68249,2221273,1563300,1728603,2425647,2455192,1762529,1798000,2465355,,1798000
Senator,N/A,VA,522199,377852,338369,664348,691449,354686,757282,757080,555088,299615,564706,0,478337,1653563,1191781,1237998,1782852,1800436,1251529,1799960,1794145,1341203,0,0,1192402,0,1590974,0,1224840,,,,,,,,,1981473,,,,1997055,1385390,1408818,1368412,,,,,1910370,,,,,,,,,,,2413568,,2466500,,,,1620564,1599470,1608030,,,,,631825,426857,331152,792001,810770,353170,614314,908749,908369,614314,66,80924,56979,45497,86798,89497,45753,180239,180071,131743,0,0,14872,0,16856,0,15376,22337,26839,0,29385,15422,10167,3973,19416,19326,3766,22226,22096,14760,4680,0,4754,,,,,,,,,1769443,,,,1724045,1209540,1175732,1224520,,,,,1374313,,,,,,,,,,,1962430,1934199,,,,,1647100,1663158,1658332,,,,,8001024,6147347,,,,,,,,,3982752,,,,3784693,2597544,2614065,2595538,,,,,3351757,,,,6140263,,,,8454463,8509358,,,6198307,,,6745054,4460524,,4405087,,,8631393,8631393,,6745054,3270659,3288327,3270169,,,,,0,285197,241069,5186450,4133385,4169792,5227569,5209336,4174665,4136979,5058363,5060998,4136979
Senator,N/A,VT,10463,7181,6608,14503,14972,6739,16182,,11665,5222,10042,0,9117,9343,5253,5451,12083,12384,5885,14422,,9038,0,0,4499,0,7496,0,6143,,,,,,200020,139253,159738,178573,192243,,190376,,,,,,,110335,0,,,,,,,,234081,0,99215,182820,242820,,,,214666,197255,,,,,,187093,0,9208,6328,7739,12038,12518,8155,11113,15504,,11113,1,7379,5494,5347,7818,8096,5660,16900,,12780,0,0,1577,0,1538,0,1632,586,972,0,1929,465,321,275,749,644,149,725,,518,192,0,144,,,,,,88431,166817,139344,95369,103637,,121430,,,,,,,151261,108417,,,,,,,,94892,0,248412,157065,112704,,,,99564,114177,,,,,,70226,74815,625741,496508,,,,,,300498,315295,306679,315067,313809,,327892,,,,,,,274087,271295,,,,,495800,,,,624313,624340,345530,317056,497386,362711,356234,524482,367428,,,,346920,643077,,343854,524482,,,,,,267021,272624,0,14981,20258,590223,472559,469945,579340,576601,470716,474146,573201,,474146
Senator,N/A,WA,603766,436767,403323,812035,854617,423048,939846,939846,701888,344578,656578,0,584457,324706,206172,221880,410999,425653,229338,446240,446240,301490,0,0,183605,0,279720,0,223861,,,,,,2000176,1759961,1697755,1742152,1913369,,2057338,,,,,,,,,1802451,,,,,,,2226385,2260800,2294208,2876916,2369570,,,,1826682,2089131,,,,,,,,755512,456174,385016,937579,971522,411466,690674,1059213,1059213,690674,55,198924,132878,123366,219642,223318,124519,313633,313633,224554,0,0,60031,0,75677,0,68149,37085,23363,0,31957,70220,42906,29092,93739,94943,29612,114189,114189,73674,49219,0,43639,,,,,,978810,1475914,1423858,1221366,1328950,,1479514,,,,,,,,,1281864,,,,,,,1714914,1633943,1749054,0,1584639,,,,2116123,1818879,,,,,,,,6721437,5140588,,,,,,2978984,3235874,3121615,3208210,3242318,,3594786,,,,,,,,,3084315,,,,5257914,,,,7404107,7512465,3945267,3898059,5344761,4056407,3635991,6024689,4087575,,,,3947471,7705281,7705281,3911349,6024689,,,,,,,,0,388477,323448,4874854,3914528,4063394,5073945,5067909,4094416,4058504,4918820,4918820,4058504
Senator,N/A,WI,151513,97076,88059,194286,203052,93409,216345,,146640,77343,162010,0,126019,403527,252486,266101,434778,441868,270088,452743,,296313,0,0,249207,0,360526,0,258704,,,,,,,,,1380763,1378663,,1412326,,,,,,1305799,1324200,,1472796,,,,,,,,,,,1630748,,,,,,,,,,,,,336054,199821,172917,394392,408267,181016,284069,447290,,284069,36,86226,56214,55084,92283,93288,55576,144572,,99751,0,0,34968,0,43830,0,35459,4430,14407,0,12562,5117,3285,1220,6554,6653,1212,7470,,4996,2174,0,1446,,,,,,,,,1403425,1477479,,1374573,,,,,,1288566,1294937,,1184751,,,,,,,,,,,1609974,,,,,,,,,,,,,5686828,4347366,,,,,,,,,2972221,2944874,,2851200,,,,,,2642597,2673054,,2660511,,,,4366430,,,,5790716,5806975,,,4392457,,,4612300,3297709,,,,,5893718,,,4612300,,,,,,,,0,134689,119815,4738257,3753547,3781310,4705599,4681072,3789387,3774226,4634018,,3774226
Senator,N/A,WV,16465,12083,9461,19794,20784,9343,22281,,16245,7683,13948,0,12233,76945,52755,56003,85538,84768,55806,90526,,62960,0,0,51340,0,63133,0,52002,,,,,,291232,350405,,188792,,,238722,,,,,,,,,290510,,,,,,,276798,,237024,,235984,,210309,,,,,,,,,,,22268,14764,16265,28368,28679,17063,23483,34827,,23483,3,13314,10313,9060,12682,13391,9578,37689,,29047,0,0,2998,0,3072,0,2761,1547,4314,0,2981,1254,828,332,1778,1735,196,1726,,1162,453,0,333,,,,,,358423,301987,,489371,,,474346,,,,,,,,,271113,,,,,,,487250,,497944,,545382,547454,,,,,,,,,,,,1852994,1465576,,,,,,694153,713855,,713049,,,733000,,,,,,,,,586034,,,,1434360,,,,1817305,1807426,764048,,1428495,768804,,1432932,794652,,778918,,,1793716,,,1432932,,,,,,,,0,39146,46099,1726256,1376801,1341864,1671546,1654681,1335340,1293040,1598834,,1293040
Senator,N/A,WY,6729,4717,3992,8996,9194,4567,9473,,6520,2478,4746,0,4139,7285,4381,4839,9770,10732,5118,9661,,5928,0,0,3552,0,4712,0,3666,,,,,,,,,55973,,,61851,,,,,,,55965,,,,,,,,,,,,,73491,72766,,,,,,,,,,,61227,50231,32070,30748,57341,58854,31850,38153,59046,,38153,1,18596,11973,11892,21089,20414,11601,27480,,18433,0,0,8680,0,11596,0,7883,672,825,0,1760,1063,627,369,1486,1624,412,1714,,1009,482,0,355,,,,,,,,,174419,,,162714,,,,,,,136412,,,,,,,,,,,,,193559,,198100,,,,,,,,,,136210,563626,428224,,,,,,,,,255849,,,234289,,,,,,,203238,,,,,,433375,,,,581024,581348,,,435399,,,441337,276765,271937,,,,576851,,,441337,,,,,,,203420,0,14317,15340,483874,376530,381090,488437,485816,381020,370041,469664,,370041